Date,Price,Log Price,Log Difference,,,
11/08/2016,"2,139.60",7.67,0.00379293845,,,
11/07/2016,"2,131.50",7.66,0.02196118331,,,
11/04/2016,"2,085.20",7.64,-0.00167708897,,,
11/03/2016,"2,088.70",7.64,-0.00439498152,,,
11/02/2016,"2,097.90",7.65,-0.00655646590,,,
11/01/2016,"2,111.70",7.66,-0.00684303857,,,
10/31/2016,"2,126.20",7.66,-0.00009406010,,,
10/28/2016,"2,126.40",7.66,-0.00309903051,,,
10/27/2016,"2,133.00",7.67,-0.00299597640,,,
10/26/2016,"2,139.40",7.67,-0.00177462336,,,
10/25/2016,"2,143.20",7.67,-0.00377227133,,,
10/24/2016,"2,151.30",7.67,0.00470589104,,,
10/21/2016,"2,141.20",7.67,-0.00004670169,,,
10/20/2016,"2,141.30",7.67,-0.00140003756,,,
10/19/2016,"2,144.30",7.67,0.00219426312,,,
10/18/2016,"2,139.60",7.67,0.00614145996,,,
10/17/2016,"2,126.50",7.66,-0.00305200378,,,
10/14/2016,"2,133.00",7.67,0.00018754689,,,
10/13/2016,"2,132.60",7.67,-0.00309003476,,,
10/12/2016,"2,139.20",7.67,0.00116934460,,,
10/11/2016,"2,136.70",7.67,-0.01255713644,,,
10/10/2016,"2,163.70",7.68,0.00463242594,,,
10/07/2016,"2,153.70",7.67,-0.00329123023,,,
10/06/2016,"2,160.80",7.68,0.00050920034,,,
10/05/2016,"2,159.70",7.68,0.00426894992,,,
10/04/2016,"2,150.50",7.67,-0.00496324975,,,
10/03/2016,"2,161.20",7.68,-0.00327982740,,,
09/30/2016,"2,168.30",7.68,0.00796411118,,,
09/29/2016,"2,151.10",7.67,-0.00939278161,,,
09/28/2016,"2,171.40",7.68,0.00531019649,,,
09/27/2016,"2,159.90",7.68,0.00640968288,,,
09/26/2016,"2,146.10",7.67,-0.00862954228,,,
09/23/2016,"2,164.70",7.68,-0.00575786385,,,
09/22/2016,"2,177.20",7.69,0.00649726959,,,
09/21/2016,"2,163.10",7.68,0.01083001126,,,
09/20/2016,"2,139.80",7.67,0.00032718690,,,
09/19/2016,"2,139.10",7.67,-0.00004674754,,,
09/16/2016,"2,139.20",7.67,-0.00377931163,,,
09/15/2016,"2,147.30",7.67,0.01006303687,,,
09/14/2016,"2,125.80",7.66,-0.00056433410,,,
09/13/2016,"2,127.00",7.66,-0.01493261531,,,
09/12/2016,"2,159.00",7.68,0.01455656943,,,
